model,sparsity,pruning_data,dataset,acc,bleu,ppl,f1
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou_count_occurrence,anli_r1,0.417,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou_count_occurrence,rte,0.5848375451263538,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou_count_occurrence,boolq,0.674617737003058,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou_count_occurrence,commonsense_qa,0.6511056511056511,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou_count_occurrence,race,0.6935549250101337,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou_count_occurrence,winogrande,0.5232833464877664,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou_count_occurrence,wmt14,,0.2851087146183393,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou_count_occurrence,iwslt,,0.3087464883966206,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou_count_occurrence,opc,,,,0.65590900182724
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou_count_occurrence,ds1000,,,,0.8187592029571533
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou_count_occurrence,mbpp,,,,0.7054589986801147

mistralai/Mistral-7B-v0.1,0.5,all_prototype_st,c4,,,11.865938186645508,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_st,wikitext2,,,6.873571395874023,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_st,redpajama,,,8.66956901550293,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_st,oscar,,,7.980810165405273,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_st,pile,,,5.240329742431641,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_st,gsm8k,0.0826383623957543,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_st,svamp,0.46,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_st,mawps,0.5288461538461539,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_st,esnli,0.6446457654723127,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_st,anli_r1,0.439,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_st,rte,0.5956678700361011,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_st,boolq,0.6376146788990825,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_st,commonsense_qa,0.6535626535626535,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_st,race,0.6870693149574382,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_st,winogrande,0.5343330702446725,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_st,wmt14,,0.2867359983384189,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_st,iwslt,,0.3134235803002825,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_st,opc,,,,0.623306930065155
mistralai/Mistral-7B-v0.1,0.5,all_prototype_st,ds1000,,,,0.8257696628570557
mistralai/Mistral-7B-v0.1,0.5,all_prototype_st,mbpp,,,,0.6806689500808716

mistralai/Mistral-7B-v0.1,0.5,all_most_different_st,c4,,,11.798245429992676,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_st,wikitext2,,,6.836835861206055,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_st,redpajama,,,8.669449806213379,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_st,oscar,,,7.944688320159912,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_st,pile,,,5.213350296020508,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_st,gsm8k,0.0788476118271417,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_st,svamp,0.45,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_st,mawps,0.5134615384615384,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_st,esnli,0.5999592833876222,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_st,anli_r1,0.412,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_st,rte,0.5884476534296029,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_st,boolq,0.6155963302752293,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_st,commonsense_qa,0.6412776412776413,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_st,race,0.6901094446696392,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_st,winogrande,0.5256511444356748,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_st,wmt14,,0.283861126837294,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_st,iwslt,,0.3104832119430866,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_st,opc,,,,0.6652570366859436
mistralai/Mistral-7B-v0.1,0.5,all_most_different_st,ds1000,,,,0.8040735125541687
mistralai/Mistral-7B-v0.1,0.5,all_most_different_st,mbpp,,,,0.7230400443077087







microsoft/phi-2,0.5,all_prototype_iou_count_occurrence,c4,,,20.222606658935547,
microsoft/phi-2,0.5,all_prototype_iou_count_occurrence,wikitext2,,,14.340632438659668,
microsoft/phi-2,0.5,all_prototype_iou_count_occurrence,redpajama,,,20.482994079589844,
microsoft/phi-2,0.5,all_prototype_iou_count_occurrence,oscar,,,14.038127899169922,
microsoft/phi-2,0.5,all_prototype_iou_count_occurrence,pile,,,8.803966522216797,
microsoft/phi-2,0.5,all_prototype_iou_count_occurrence,gsm8k,0.0432145564821834,,,
microsoft/phi-2,0.5,all_prototype_iou_count_occurrence,svamp,0.3833333333333333,,,
microsoft/phi-2,0.5,all_prototype_iou_count_occurrence,mawps,0.4173076923076923,,,
microsoft/phi-2,0.5,all_prototype_iou_count_occurrence,esnli,0.4996946254071661,,,
microsoft/phi-2,0.5,all_prototype_iou_count_occurrence,anli_r1,0.33,,,
microsoft/phi-2,0.5,all_prototype_iou_count_occurrence,rte,0.5523465703971119,,,
microsoft/phi-2,0.5,all_prototype_iou_count_occurrence,boolq,0.6333333333333333,,,
microsoft/phi-2,0.5,all_prototype_iou_count_occurrence,commonsense_qa,0.6003276003276004,,,
microsoft/phi-2,0.5,all_prototype_iou_count_occurrence,race,0.6702472638832591,,,
microsoft/phi-2,0.5,all_prototype_iou_count_occurrence,winogrande,0.5406471981057617,,,
microsoft/phi-2,0.5,all_prototype_iou_count_occurrence,wmt14,,0.0274851753469856,,
microsoft/phi-2,0.5,all_prototype_iou_count_occurrence,iwslt,,0.0172787552776196,,
microsoft/phi-2,0.5,all_prototype_iou_count_occurrence,opc,,,,0.7878272533416748
microsoft/phi-2,0.5,all_prototype_iou_count_occurrence,ds1000,,,,0.8187715411186218
microsoft/phi-2,0.5,all_prototype_iou_count_occurrence,mbpp,,,,0.8021687269210815


microsoft/phi-2,0.5,all_most_different_iou_count_occurrence,c4,,,20.57436180114746,
microsoft/phi-2,0.5,all_most_different_iou_count_occurrence,wikitext2,,,14.46205234527588,
microsoft/phi-2,0.5,all_most_different_iou_count_occurrence,redpajama,,,20.59915351867676,
microsoft/phi-2,0.5,all_most_different_iou_count_occurrence,oscar,,,14.185918807983398,
microsoft/phi-2,0.5,all_most_different_iou_count_occurrence,pile,,,8.87922191619873,
microsoft/phi-2,0.5,all_most_different_iou_count_occurrence,gsm8k,0.045489006823351,,,
microsoft/phi-2,0.5,all_most_different_iou_count_occurrence,svamp,0.4133333333333333,,,
microsoft/phi-2,0.5,all_most_different_iou_count_occurrence,mawps,0.4365384615384615,,,
microsoft/phi-2,0.5,all_most_different_iou_count_occurrence,esnli,0.5155741042345277,,,
microsoft/phi-2,0.5,all_most_different_iou_count_occurrence,anli_r1,0.331,,,
microsoft/phi-2,0.5,all_most_different_iou_count_occurrence,rte,0.5451263537906137,,,
microsoft/phi-2,0.5,all_most_different_iou_count_occurrence,boolq,0.582262996941896,,,
microsoft/phi-2,0.5,all_most_different_iou_count_occurrence,commonsense_qa,0.5954135954135954,,,
microsoft/phi-2,0.5,all_most_different_iou_count_occurrence,race,0.6536278881232266,,,
microsoft/phi-2,0.5,all_most_different_iou_count_occurrence,winogrande,0.5303867403314917,,,
microsoft/phi-2,0.5,all_most_different_iou_count_occurrence,wmt14,,0.0238949937986619,,
microsoft/phi-2,0.5,all_most_different_iou_count_occurrence,iwslt,,0.0155809336473705,,
microsoft/phi-2,0.5,all_most_different_iou_count_occurrence,opc,,,,0.7895951867103577
microsoft/phi-2,0.5,all_most_different_iou_count_occurrence,ds1000,,,,0.8172741532325745
microsoft/phi-2,0.5,all_most_different_iou_count_occurrence,mbpp,,,,0.8050159811973572

microsoft/phi-2,0.5,all_prototype_st,c4,,,20.370677947998047,
microsoft/phi-2,0.5,all_prototype_st,wikitext2,,,14.345577239990234,
microsoft/phi-2,0.5,all_prototype_st,redpajama,,,20.54088020324707,
microsoft/phi-2,0.5,all_prototype_st,oscar,,,14.109107971191406,
microsoft/phi-2,0.5,all_prototype_st,pile,,,8.83647346496582,
microsoft/phi-2,0.5,all_prototype_st,gsm8k,0.0492797573919636,,,
microsoft/phi-2,0.5,all_prototype_st,svamp,0.4,,,
microsoft/phi-2,0.5,all_prototype_st,mawps,0.4288461538461538,,,
microsoft/phi-2,0.5,all_prototype_st,esnli,0.5242263843648208,,,
microsoft/phi-2,0.5,all_prototype_st,anli_r1,0.332,,,
microsoft/phi-2,0.5,all_prototype_st,rte,0.5595667870036101,,,
microsoft/phi-2,0.5,all_prototype_st,boolq,0.6259938837920489,,,
microsoft/phi-2,0.5,all_prototype_st,commonsense_qa,0.6027846027846028,,,
microsoft/phi-2,0.5,all_prototype_st,race,0.6639643291447102,,,
microsoft/phi-2,0.5,all_prototype_st,winogrande,0.5303867403314917,,,
microsoft/phi-2,0.5,all_prototype_st,wmt14,,0.0250955583699003,,
microsoft/phi-2,0.5,all_prototype_st,iwslt,,0.0163161995049282,,
microsoft/phi-2,0.5,all_prototype_st,opc,,,,0.788902759552002
microsoft/phi-2,0.5,all_prototype_st,ds1000,,,,0.8145608305931091
microsoft/phi-2,0.5,all_prototype_st,mbpp,,,,0.8017213344573975

microsoft/phi-2,0.5,all_most_different_st,c4,,,20.261653900146484,
microsoft/phi-2,0.5,all_most_different_st,wikitext2,,,14.3045072555542,
microsoft/phi-2,0.5,all_most_different_st,redpajama,,,20.46820640563965,
microsoft/phi-2,0.5,all_most_different_st,oscar,,,14.044127464294434,
microsoft/phi-2,0.5,all_most_different_st,pile,,,8.79007339477539,
microsoft/phi-2,0.5,all_most_different_st,gsm8k,0.048521607278241,,,
microsoft/phi-2,0.5,all_most_different_st,svamp,0.3766666666666666,,,
microsoft/phi-2,0.5,all_most_different_st,mawps,0.4115384615384615,,,
microsoft/phi-2,0.5,all_most_different_st,esnli,0.4454397394136807,,,
microsoft/phi-2,0.5,all_most_different_st,anli_r1,0.332,,,
microsoft/phi-2,0.5,all_most_different_st,rte,0.555956678700361,,,
microsoft/phi-2,0.5,all_most_different_st,boolq,0.6568807339449542,,,
microsoft/phi-2,0.5,all_most_different_st,commonsense_qa,0.5937755937755937,,,
microsoft/phi-2,0.5,all_most_different_st,race,0.6615322253749494,,,
microsoft/phi-2,0.5,all_most_different_st,winogrande,0.5438042620363063,,,
microsoft/phi-2,0.5,all_most_different_st,wmt14,,0.028464070879052,,
microsoft/phi-2,0.5,all_most_different_st,iwslt,,0.0176708887246198,,
microsoft/phi-2,0.5,all_most_different_st,opc,,,,0.7920449376106262
microsoft/phi-2,0.5,all_most_different_st,ds1000,,,,0.8212338089942932
microsoft/phi-2,0.5,all_most_different_st,mbpp,,,,0.8030794262886047





Qwen/Qwen2.5-7B,0.5,all_prototype_iou_count_occurrence,c4,,,15.64886474609375,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou_count_occurrence,wikitext2,,,8.600467681884766,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou_count_occurrence,redpajama,,,12.642426490783691,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou_count_occurrence,oscar,,,9.742340087890623,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou_count_occurrence,pile,,,5.980584621429443,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou_count_occurrence,gsm8k,0.1940864291129643,,,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou_count_occurrence,svamp,0.6033333333333334,,,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou_count_occurrence,mawps,0.6326923076923077,,,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou_count_occurrence,esnli,0.8687907166123778,,,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou_count_occurrence,anli_r1,0.534,,,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou_count_occurrence,rte,0.8158844765342961,,,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou_count_occurrence,boolq,0.7027522935779816,,,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou_count_occurrence,commonsense_qa,0.8083538083538083,,,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou_count_occurrence,race,0.8301580867450344,,,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou_count_occurrence,winogrande,0.6211523283346487,,,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou_count_occurrence,wmt14,,0.3032726672816208,,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou_count_occurrence,iwslt,,0.3270441603258095,,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou_count_occurrence,opc,,,,0.6842676997184753
Qwen/Qwen2.5-7B,0.5,all_prototype_iou_count_occurrence,ds1000,,,,0.8493102788925171
Qwen/Qwen2.5-7B,0.5,all_prototype_iou_count_occurrence,mbpp,,,,0.6611281037330627












Qwen/Qwen2.5-7B,0.5,all_most_different_iou,c4,,,15.82569694519043,
Qwen/Qwen2.5-7B,0.5,all_most_different_iou,wikitext2,,,8.646235466003418,
Qwen/Qwen2.5-7B,0.5,all_most_different_iou,redpajama,,,12.666707992553711,
Qwen/Qwen2.5-7B,0.5,all_most_different_iou,oscar,,,9.836499214172363,
Qwen/Qwen2.5-7B,0.5,all_most_different_iou,pile,,,5.973050117492676,
Qwen/Qwen2.5-7B,0.5,all_most_different_iou,gsm8k,0.19257012888551933,,,
Qwen/Qwen2.5-7B,0.5,all_most_different_iou,svamp,0.6166666666666667,,,
Qwen/Qwen2.5-7B,0.5,all_most_different_iou,mawps,0.625,,,
Qwen/Qwen2.5-7B,0.5,all_most_different_iou,esnli,0.8513843648208469,,,
Qwen/Qwen2.5-7B,0.5,all_most_different_iou,anli_r1,0.509,,,
Qwen/Qwen2.5-7B,0.5,all_most_different_iou,rte,0.8411552346570397,,,
Qwen/Qwen2.5-7B,0.5,all_most_different_iou,boolq,0.6467889908256881,,,
Qwen/Qwen2.5-7B,0.5,all_most_different_iou,commonsense_qa,0.8001638001638002,,,
Qwen/Qwen2.5-7B,0.5,all_most_different_iou,race,0.7732063234698013,,,
Qwen/Qwen2.5-7B,0.5,all_most_different_iou,winogrande,0.6124704025256511,,,
Qwen/Qwen2.5-7B,0.5,all_most_different_iou,wmt14,,0.3059441412890266,,
Qwen/Qwen2.5-7B,0.5,all_most_different_iou,iwslt,,0.32569936373913305,,
Qwen/Qwen2.5-7B,0.5,all_most_different_iou,opc,,,,0.6673993468284607
Qwen/Qwen2.5-7B,0.5,all_most_different_iou,ds1000,,,,0.84850013256073
Qwen/Qwen2.5-7B,0.5,all_most_different_iou,mbpp,,,,0.656123161315918
Qwen/Qwen2.5-7B,0.5,all_prototype_iou,c4,,,15.679783821105957,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou,wikitext2,,,8.64973258972168,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou,redpajama,,,12.688495635986328,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou,oscar,,,9.770730972290039,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou,pile,,,5.973450183868408,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou,gsm8k,0.18802122820318423,,,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou,svamp,0.6133333333333333,,,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou,mawps,0.6365384615384615,,,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou,esnli,0.8542345276872965,,,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou,anli_r1,0.541,,,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou,rte,0.8303249097472925,,,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou,boolq,0.5828746177370031,,,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou,commonsense_qa,0.8042588042588042,,,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou,race,0.8068504256181597,,,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou,winogrande,0.6211523283346487,,,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou,wmt14,,0.30835290213857247,,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou,iwslt,,0.331890524517725,,
Qwen/Qwen2.5-7B,0.5,all_prototype_iou,opc,,,,0.6713099479675293
Qwen/Qwen2.5-7B,0.5,all_prototype_iou,ds1000,,,,0.8498361110687256
Qwen/Qwen2.5-7B,0.5,all_prototype_iou,mbpp,,,,0.6206039786338806
microsoft/phi-2,0.5,all_most_different_iou,c4,,,20.558547973632812,
microsoft/phi-2,0.5,all_most_different_iou,wikitext2,,,14.414499282836914,
microsoft/phi-2,0.5,all_most_different_iou,redpajama,,,20.63557243347168,
microsoft/phi-2,0.5,all_most_different_iou,oscar,,,14.200340270996094,
microsoft/phi-2,0.5,all_most_different_iou,pile,,,8.867687225341797,
microsoft/phi-2,0.5,all_most_different_iou,gsm8k,0.045489006823351025,,,
microsoft/phi-2,0.5,all_most_different_iou,svamp,0.4,,,
microsoft/phi-2,0.5,all_most_different_iou,mawps,0.4230769230769231,,,
microsoft/phi-2,0.5,all_most_different_iou,esnli,0.49267100977198697,,,
microsoft/phi-2,0.5,all_most_different_iou,anli_r1,0.331,,,
microsoft/phi-2,0.5,all_most_different_iou,rte,0.5451263537906137,,,
microsoft/phi-2,0.5,all_most_different_iou,boolq,0.6422018348623854,,,
microsoft/phi-2,0.5,all_most_different_iou,commonsense_qa,0.592956592956593,,,
microsoft/phi-2,0.5,all_most_different_iou,race,0.6623429266315363,,,
microsoft/phi-2,0.5,all_most_different_iou,winogrande,0.5217048145224941,,,
microsoft/phi-2,0.5,all_most_different_iou,wmt14,,0.02287631930208694,,
microsoft/phi-2,0.5,all_most_different_iou,iwslt,,0.015630231464387283,,
microsoft/phi-2,0.5,all_most_different_iou,opc,,,,0.786551296710968
microsoft/phi-2,0.5,all_most_different_iou,ds1000,,,,0.8179154992103577
microsoft/phi-2,0.5,all_most_different_iou,mbpp,,,,0.8045850992202759
microsoft/phi-2,0.5,all_prototype_iou,c4,,,20.286819458007812,
microsoft/phi-2,0.5,all_prototype_iou,wikitext2,,,14.366739273071289,
microsoft/phi-2,0.5,all_prototype_iou,redpajama,,,20.55585289001465,
microsoft/phi-2,0.5,all_prototype_iou,oscar,,,14.054393768310547,
microsoft/phi-2,0.5,all_prototype_iou,pile,,,8.806036949157715,
microsoft/phi-2,0.5,all_prototype_iou,gsm8k,0.050037907505686124,,,
microsoft/phi-2,0.5,all_prototype_iou,svamp,0.38333333333333336,,,
microsoft/phi-2,0.5,all_prototype_iou,mawps,0.4307692307692308,,,
microsoft/phi-2,0.5,all_prototype_iou,esnli,0.4724144951140065,,,
microsoft/phi-2,0.5,all_prototype_iou,anli_r1,0.332,,,
microsoft/phi-2,0.5,all_prototype_iou,rte,0.5487364620938628,,,
microsoft/phi-2,0.5,all_prototype_iou,boolq,0.6223241590214067,,,
microsoft/phi-2,0.5,all_prototype_iou,commonsense_qa,0.5888615888615889,,,
microsoft/phi-2,0.5,all_prototype_iou,race,0.6702472638832591,,,
microsoft/phi-2,0.5,all_prototype_iou,winogrande,0.5209155485398579,,,
microsoft/phi-2,0.5,all_prototype_iou,wmt14,,0.025726161639445667,,
microsoft/phi-2,0.5,all_prototype_iou,iwslt,,0.016002084017822424,,
microsoft/phi-2,0.5,all_prototype_iou,opc,,,,0.7903419137001038
microsoft/phi-2,0.5,all_prototype_iou,ds1000,,,,0.8197787404060364
microsoft/phi-2,0.5,all_prototype_iou,mbpp,,,,0.8018155097961426
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou,c4,,,12.064957618713379,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou,wikitext2,,,6.952966213226318,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou,redpajama,,,8.704617500305176,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou,oscar,,,8.083301544189453,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou,pile,,,5.301410675048828,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou,gsm8k,0.08112206216830932,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou,svamp,0.4633333333333333,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou,mawps,0.5480769230769231,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou,esnli,0.6206229641693811,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou,anli_r1,0.406,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou,rte,0.5884476534296029,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou,boolq,0.6828746177370031,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou,commonsense_qa,0.6494676494676495,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou,race,0.6901094446696392,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou,winogrande,0.5280189423835833,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou,wmt14,,0.2849078992764083,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou,iwslt,,0.3108650237113923,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou,opc,,,,0.6502745747566223
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou,ds1000,,,,0.8121505975723267
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou,mbpp,,,,0.6890591979026794
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou,c4,,,11.7620849609375,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou,wikitext2,,,6.865943908691406,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou,redpajama,,,8.662446022033691,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou,oscar,,,7.940188884735107,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou,pile,,,5.224076747894287,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou,gsm8k,0.07884761182714177,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou,svamp,0.4533333333333333,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou,mawps,0.5173076923076924,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou,esnli,0.6539087947882736,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou,anli_r1,0.432,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou,rte,0.6028880866425993,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou,boolq,0.6437308868501529,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou,commonsense_qa,0.647010647010647,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou,race,0.6986218078638022,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou,winogrande,0.5422257300710339,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou,wmt14,,0.2864664385740263,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou,iwslt,,0.3105041473960638,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou,opc,,,,0.7160751223564148
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou,ds1000,,,,0.8293236494064331
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou,mbpp,,,,0.7490212321281433
baichuan-inc/Baichuan-7B,0.5,all_most_different_iou,c4,,,46.42000198364258,
baichuan-inc/Baichuan-7B,0.5,all_most_different_iou,wikitext2,,,25.37102508544922,
baichuan-inc/Baichuan-7B,0.5,all_most_different_iou,redpajama,,,27.10796356201172,
baichuan-inc/Baichuan-7B,0.5,all_most_different_iou,oscar,,,26.876853942871094,
