model,sparsity,pruning_data,dataset,acc,bleu,ppl,f1
microsoft/phi-2,0.5,all_no_aritm_prototype_flatten,oscar,,,14.074080467224121,
microsoft/phi-2,0.5,all_no_aritm_prototype_flatten,pile,,,8.8133544921875,
microsoft/phi-2,0.5,all_no_aritm_prototype_flatten,gsm8k,0.013646702047005308,,,
microsoft/phi-2,0.5,all_no_aritm_prototype_flatten,svamp,0.4,,,
microsoft/phi-2,0.5,all_no_aritm_prototype_flatten,mawps,0.4403846153846154,,,
microsoft/phi-2,0.5,all_no_aritm_prototype_flatten,esnli,0.42732084690553745,,,
microsoft/phi-2,0.5,all_no_aritm_prototype_flatten,anli_r1,0.325,,,
microsoft/phi-2,0.5,all_no_aritm_prototype_flatten,rte,0.51985559566787,,,
microsoft/phi-2,0.5,all_no_aritm_prototype_flatten,boolq,0.6489296636085627,,,
microsoft/phi-2,0.5,all_no_aritm_prototype_flatten,commonsense_qa,0.597051597051597,,,
microsoft/phi-2,0.5,all_no_aritm_prototype_flatten,race,0.6682205107417917,,,
microsoft/phi-2,0.5,all_no_aritm_prototype_flatten,winogrande,0.526440410418311,,,
microsoft/phi-2,0.5,all_no_aritm_prototype_flatten,wmt14,,0.030678421450111744,,
microsoft/phi-2,0.5,all_no_aritm_prototype_flatten,iwslt,,0.020963004329090366,,
microsoft/phi-2,0.5,all_no_aritm_prototype_flatten,opc,,,,0.7945322394371033
microsoft/phi-2,0.5,all_no_aritm_prototype_flatten,ds1000,,,,0.8193783760070801
microsoft/phi-2,0.5,all_no_aritm_prototype_flatten,mbpp,,,,0.8024346232414246
microsoft/phi-2,0.5,all_no_nlu_prototype_flatten,c4,,,20.64003562927246,
microsoft/phi-2,0.5,all_no_nlu_prototype_flatten,wikitext2,,,14.69896125793457,
microsoft/phi-2,0.5,all_no_nlu_prototype_flatten,redpajama,,,20.90937042236328,
microsoft/phi-2,0.5,all_no_nlu_prototype_flatten,oscar,,,14.299723625183105,
microsoft/phi-2,0.5,all_no_nlu_prototype_flatten,pile,,,8.922623634338379,
microsoft/phi-2,0.5,all_no_nlu_prototype_flatten,gsm8k,0.015163002274450341,,,
microsoft/phi-2,0.5,all_no_nlu_prototype_flatten,svamp,0.39,,,
microsoft/phi-2,0.5,all_no_nlu_prototype_flatten,mawps,0.45,,,
microsoft/phi-2,0.5,all_no_nlu_prototype_flatten,esnli,0.463049674267101,,,
microsoft/phi-2,0.5,all_no_nlu_prototype_flatten,anli_r1,0.334,,,
microsoft/phi-2,0.5,all_no_nlu_prototype_flatten,rte,0.5234657039711191,,,
microsoft/phi-2,0.5,all_no_nlu_prototype_flatten,boolq,0.6342507645259939,,,
microsoft/phi-2,0.5,all_no_nlu_prototype_flatten,commonsense_qa,0.5757575757575758,,,
microsoft/phi-2,0.5,all_no_nlu_prototype_flatten,race,0.6700445885691123,,,
microsoft/phi-2,0.5,all_no_nlu_prototype_flatten,winogrande,0.5209155485398579,,,
microsoft/phi-2,0.5,all_no_nlu_prototype_flatten,wmt14,,0.026921077846115974,,
microsoft/phi-2,0.5,all_no_nlu_prototype_flatten,iwslt,,0.017791838972029694,,
microsoft/phi-2,0.5,all_no_nlu_prototype_flatten,opc,,,,0.7884926199913025
microsoft/phi-2,0.5,all_no_nlu_prototype_flatten,ds1000,,,,0.8218865394592285
microsoft/phi-2,0.5,all_no_nlu_prototype_flatten,mbpp,,,,0.8022693991661072
microsoft/phi-2,0.5,all_no_commonsense_prototype_flatten,c4,,,20.385263442993164,
microsoft/phi-2,0.5,all_no_commonsense_prototype_flatten,wikitext2,,,14.356002807617188,
microsoft/phi-2,0.5,all_no_commonsense_prototype_flatten,redpajama,,,20.626232147216797,
microsoft/phi-2,0.5,all_no_commonsense_prototype_flatten,oscar,,,14.143643379211426,
microsoft/phi-2,0.5,all_no_commonsense_prototype_flatten,pile,,,8.838085174560547,
microsoft/phi-2,0.5,all_no_commonsense_prototype_flatten,gsm8k,0.013646702047005308,,,
microsoft/phi-2,0.5,all_no_commonsense_prototype_flatten,svamp,0.4,,,
microsoft/phi-2,0.5,all_no_commonsense_prototype_flatten,mawps,0.4173076923076923,,,
microsoft/phi-2,0.5,all_no_commonsense_prototype_flatten,esnli,0.44828990228013027,,,
microsoft/phi-2,0.5,all_no_commonsense_prototype_flatten,anli_r1,0.332,,,
microsoft/phi-2,0.5,all_no_commonsense_prototype_flatten,rte,0.5379061371841155,,,
microsoft/phi-2,0.5,all_no_commonsense_prototype_flatten,boolq,0.6718654434250765,,,
microsoft/phi-2,0.5,all_no_commonsense_prototype_flatten,commonsense_qa,0.5896805896805897,,,
microsoft/phi-2,0.5,all_no_commonsense_prototype_flatten,race,0.6653830563437373,,,
microsoft/phi-2,0.5,all_no_commonsense_prototype_flatten,winogrande,0.5209155485398579,,,
microsoft/phi-2,0.5,all_no_commonsense_prototype_flatten,wmt14,,0.02896840729024477,,
microsoft/phi-2,0.5,all_no_commonsense_prototype_flatten,iwslt,,0.01634893459541304,,
microsoft/phi-2,0.5,all_no_commonsense_prototype_flatten,opc,,,,0.7928401827812195
microsoft/phi-2,0.5,all_no_commonsense_prototype_flatten,ds1000,,,,0.819234311580658
microsoft/phi-2,0.5,all_no_commonsense_prototype_flatten,mbpp,,,,0.7981837391853333
microsoft/phi-2,0.5,all_no_translation_prototype_flatten,c4,,,20.502281188964844,
microsoft/phi-2,0.5,all_no_translation_prototype_flatten,wikitext2,,,14.486639976501465,
microsoft/phi-2,0.5,all_no_translation_prototype_flatten,redpajama,,,20.766258239746094,
microsoft/phi-2,0.5,all_no_translation_prototype_flatten,oscar,,,14.202362060546875,
microsoft/phi-2,0.5,all_no_translation_prototype_flatten,pile,,,8.879416465759277,
microsoft/phi-2,0.5,all_no_translation_prototype_flatten,gsm8k,0.015163002274450341,,,
microsoft/phi-2,0.5,all_no_translation_prototype_flatten,svamp,0.38666666666666666,,,
microsoft/phi-2,0.5,all_no_translation_prototype_flatten,mawps,0.43653846153846154,,,
microsoft/phi-2,0.5,all_no_translation_prototype_flatten,esnli,0.46376221498371334,,,
microsoft/phi-2,0.5,all_no_translation_prototype_flatten,anli_r1,0.335,,,
microsoft/phi-2,0.5,all_no_translation_prototype_flatten,rte,0.5306859205776173,,,
microsoft/phi-2,0.5,all_no_translation_prototype_flatten,boolq,0.6495412844036698,,,
microsoft/phi-2,0.5,all_no_translation_prototype_flatten,commonsense_qa,0.6003276003276004,,,
microsoft/phi-2,0.5,all_no_translation_prototype_flatten,race,0.6716659910822862,,,
microsoft/phi-2,0.5,all_no_translation_prototype_flatten,winogrande,0.5209155485398579,,,
microsoft/phi-2,0.5,all_no_translation_prototype_flatten,wmt14,,0.017055911123979115,,
microsoft/phi-2,0.5,all_no_translation_prototype_flatten,iwslt,,0.010140396316481415,,
microsoft/phi-2,0.5,all_no_translation_prototype_flatten,opc,,,,0.7870522737503052
microsoft/phi-2,0.5,all_no_translation_prototype_flatten,ds1000,,,,0.8176026344299316
microsoft/phi-2,0.5,all_no_translation_prototype_flatten,mbpp,,,,0.8016816973686218
microsoft/phi-2,0.5,all_no_coding_prototype_flatten,c4,,,20.34003448486328,
microsoft/phi-2,0.5,all_no_coding_prototype_flatten,wikitext2,,,14.360514640808105,
microsoft/phi-2,0.5,all_no_coding_prototype_flatten,redpajama,,,20.660171508789062,
microsoft/phi-2,0.5,all_no_coding_prototype_flatten,oscar,,,14.12326717376709,
microsoft/phi-2,0.5,all_no_coding_prototype_flatten,pile,,,8.906944274902344,
microsoft/phi-2,0.5,all_no_coding_prototype_flatten,gsm8k,0.014404852160727824,,,
microsoft/phi-2,0.5,all_no_coding_prototype_flatten,svamp,0.4033333333333333,,,
microsoft/phi-2,0.5,all_no_coding_prototype_flatten,mawps,0.43846153846153846,,,
microsoft/phi-2,0.5,all_no_coding_prototype_flatten,esnli,0.527992671009772,,,
microsoft/phi-2,0.5,all_no_coding_prototype_flatten,anli_r1,0.329,,,
microsoft/phi-2,0.5,all_no_coding_prototype_flatten,rte,0.5342960288808665,,,
microsoft/phi-2,0.5,all_no_coding_prototype_flatten,boolq,0.6593272171253822,,,
microsoft/phi-2,0.5,all_no_coding_prototype_flatten,commonsense_qa,0.6052416052416052,,,
microsoft/phi-2,0.5,all_no_coding_prototype_flatten,race,0.6694365626266721,,,
microsoft/phi-2,0.5,all_no_coding_prototype_flatten,winogrande,0.5303867403314917,,,
microsoft/phi-2,0.5,all_no_coding_prototype_flatten,wmt14,,0.028191028876263284,,
microsoft/phi-2,0.5,all_no_coding_prototype_flatten,iwslt,,0.01826480814606119,,
microsoft/phi-2,0.5,all_no_coding_prototype_flatten,opc,,,,0.785658597946167
microsoft/phi-2,0.5,all_no_coding_prototype_flatten,ds1000,,,,0.8174699544906616
microsoft/phi-2,0.5,all_no_coding_prototype_flatten,mbpp,,,,0.8054046034812927




baichuan-inc/Baichuan-7B,0.5,all_prototype_iou_count_occurrence,c4,,,52.268314361572266,
baichuan-inc/Baichuan-7B,0.5,all_prototype_iou_count_occurrence,wikitext2,,,29.231760025024418,
baichuan-inc/Baichuan-7B,0.5,all_prototype_iou_count_occurrence,redpajama,,,31.231918334960938,
baichuan-inc/Baichuan-7B,0.5,all_prototype_iou_count_occurrence,oscar,,,30.548900604248047,
baichuan-inc/Baichuan-7B,0.5,all_prototype_iou_count_occurrence,pile,,,10.665618896484377,
baichuan-inc/Baichuan-7B,0.5,all_prototype_iou_count_occurrence,gsm8k,0.0303260045489006,,,
baichuan-inc/Baichuan-7B,0.5,all_prototype_iou_count_occurrence,svamp,0.0533333333333333,,,
baichuan-inc/Baichuan-7B,0.5,all_prototype_iou_count_occurrence,mawps,0.048076923076923,,,
baichuan-inc/Baichuan-7B,0.5,all_prototype_iou_count_occurrence,esnli,0.357593648208469,,,
baichuan-inc/Baichuan-7B,0.5,all_prototype_iou_count_occurrence,anli_r1,0.333,,,
baichuan-inc/Baichuan-7B,0.5,all_prototype_iou_count_occurrence,rte,0.51985559566787,,,
baichuan-inc/Baichuan-7B,0.5,all_prototype_iou_count_occurrence,boolq,0.0810397553516819,,,
baichuan-inc/Baichuan-7B,0.5,all_prototype_iou_count_occurrence,commonsense_qa,0.2186732186732186,,,
baichuan-inc/Baichuan-7B,0.5,all_prototype_iou_count_occurrence,race,0.359748682610458,,,
baichuan-inc/Baichuan-7B,0.5,all_prototype_iou_count_occurrence,winogrande,0.4017363851617995,,,
baichuan-inc/Baichuan-7B,0.5,all_prototype_iou_count_occurrence,wmt14,,0.1197119983394571,,
baichuan-inc/Baichuan-7B,0.5,all_prototype_iou_count_occurrence,iwslt,,0.1091612184202462,,
baichuan-inc/Baichuan-7B,0.5,all_prototype_iou_count_occurrence,opc,,,,0.7007388472557068
baichuan-inc/Baichuan-7B,0.5,all_prototype_iou_count_occurrence,ds1000,,,,0.7387245297431946
baichuan-inc/Baichuan-7B,0.5,all_prototype_iou_count_occurrence,mbpp,,,,0.7176117897033691





baichuan-inc/Baichuan-7B,0.5,all_most_different_iou_count_occurrence,c4,,,48.460670471191406,
baichuan-inc/Baichuan-7B,0.5,all_most_different_iou_count_occurrence,wikitext2,,,26.770673751831055,
baichuan-inc/Baichuan-7B,0.5,all_most_different_iou_count_occurrence,redpajama,,,28.562990188598633,
baichuan-inc/Baichuan-7B,0.5,all_most_different_iou_count_occurrence,oscar,,,28.337575912475582,
baichuan-inc/Baichuan-7B,0.5,all_most_different_iou_count_occurrence,pile,,,10.1217622756958,
baichuan-inc/Baichuan-7B,0.5,all_most_different_iou_count_occurrence,gsm8k,0.0303260045489006,,,
baichuan-inc/Baichuan-7B,0.5,all_most_different_iou_count_occurrence,svamp,0.0666666666666666,,,
baichuan-inc/Baichuan-7B,0.5,all_most_different_iou_count_occurrence,mawps,0.0615384615384615,,,
baichuan-inc/Baichuan-7B,0.5,all_most_different_iou_count_occurrence,esnli,0.3321457654723127,,,
baichuan-inc/Baichuan-7B,0.5,all_most_different_iou_count_occurrence,anli_r1,0.319,,,
baichuan-inc/Baichuan-7B,0.5,all_most_different_iou_count_occurrence,rte,0.516245487364621,,,
baichuan-inc/Baichuan-7B,0.5,all_most_different_iou_count_occurrence,boolq,0.1214067278287461,,,
baichuan-inc/Baichuan-7B,0.5,all_most_different_iou_count_occurrence,commonsense_qa,0.2145782145782145,,,
baichuan-inc/Baichuan-7B,0.5,all_most_different_iou_count_occurrence,race,0.3222537494933117,,,
baichuan-inc/Baichuan-7B,0.5,all_most_different_iou_count_occurrence,winogrande,0.3970007892659826,,,
baichuan-inc/Baichuan-7B,0.5,all_most_different_iou_count_occurrence,wmt14,,0.1282946604292935,,
baichuan-inc/Baichuan-7B,0.5,all_most_different_iou_count_occurrence,iwslt,,0.1146096843883518,,
baichuan-inc/Baichuan-7B,0.5,all_most_different_iou_count_occurrence,opc,,,,0.704275906085968
baichuan-inc/Baichuan-7B,0.5,all_most_different_iou_count_occurrence,ds1000,,,,0.7627151608467102
baichuan-inc/Baichuan-7B,0.5,all_most_different_iou_count_occurrence,mbpp,,,,0.735135018825531


baichuan-inc/Baichuan-7B,0.5,all_prototype_st,c4,,,47.2003173828125,
baichuan-inc/Baichuan-7B,0.5,all_prototype_st,wikitext2,,,25.38017463684082,
baichuan-inc/Baichuan-7B,0.5,all_prototype_st,redpajama,,,27.396656036376953,
baichuan-inc/Baichuan-7B,0.5,all_prototype_st,oscar,,,27.58263397216797,
baichuan-inc/Baichuan-7B,0.5,all_prototype_st,pile,,,9.96587371826172,
baichuan-inc/Baichuan-7B,0.5,all_prototype_st,gsm8k,0.0310841546626232,,,
baichuan-inc/Baichuan-7B,0.5,all_prototype_st,svamp,0.0666666666666666,,,
baichuan-inc/Baichuan-7B,0.5,all_prototype_st,mawps,0.0538461538461538,,,
baichuan-inc/Baichuan-7B,0.5,all_prototype_st,esnli,0.3360138436482084,,,
baichuan-inc/Baichuan-7B,0.5,all_prototype_st,anli_r1,0.328,,,
baichuan-inc/Baichuan-7B,0.5,all_prototype_st,rte,0.5234657039711191,,,
baichuan-inc/Baichuan-7B,0.5,all_prototype_st,boolq,0.0507645259938837,,,
baichuan-inc/Baichuan-7B,0.5,all_prototype_st,commonsense_qa,0.2047502047502047,,,
baichuan-inc/Baichuan-7B,0.5,all_prototype_st,race,0.3595460072963113,,,
baichuan-inc/Baichuan-7B,0.5,all_prototype_st,winogrande,0.4025256511444356,,,
baichuan-inc/Baichuan-7B,0.5,all_prototype_st,wmt14,,0.1229904317793676,,
baichuan-inc/Baichuan-7B,0.5,all_prototype_st,iwslt,,0.1101213097643765,,
baichuan-inc/Baichuan-7B,0.5,all_prototype_st,opc,,,,0.7025637626647949
baichuan-inc/Baichuan-7B,0.5,all_prototype_st,ds1000,,,,0.7682206630706787
baichuan-inc/Baichuan-7B,0.5,all_prototype_st,mbpp,,,,0.7170286774635315


baichuan-inc/Baichuan-7B,0.5,all_most_different_st,c4,,,51.19677734375,
baichuan-inc/Baichuan-7B,0.5,all_most_different_st,wikitext2,,,27.950597763061523,
baichuan-inc/Baichuan-7B,0.5,all_most_different_st,redpajama,,,29.921653747558594,
baichuan-inc/Baichuan-7B,0.5,all_most_different_st,oscar,,,29.95740127563477,
baichuan-inc/Baichuan-7B,0.5,all_most_different_st,pile,,,10.525609970092772,
baichuan-inc/Baichuan-7B,0.5,all_most_different_st,gsm8k,0.0356330553449583,,,
baichuan-inc/Baichuan-7B,0.5,all_most_different_st,svamp,0.07,,,
baichuan-inc/Baichuan-7B,0.5,all_most_different_st,mawps,0.0596153846153846,,,
baichuan-inc/Baichuan-7B,0.5,all_most_different_st,esnli,0.3531148208469055,,,
baichuan-inc/Baichuan-7B,0.5,all_most_different_st,anli_r1,0.332,,,
baichuan-inc/Baichuan-7B,0.5,all_most_different_st,rte,0.516245487364621,,,
baichuan-inc/Baichuan-7B,0.5,all_most_different_st,boolq,0.1152905198776758,,,
baichuan-inc/Baichuan-7B,0.5,all_most_different_st,commonsense_qa,0.2358722358722358,,,
baichuan-inc/Baichuan-7B,0.5,all_most_different_st,race,0.3609647344953384,,,
baichuan-inc/Baichuan-7B,0.5,all_most_different_st,winogrande,0.388318863456985,,,
baichuan-inc/Baichuan-7B,0.5,all_most_different_st,wmt14,,0.1223503450427444,,
baichuan-inc/Baichuan-7B,0.5,all_most_different_st,iwslt,,0.1092606765856937,,
baichuan-inc/Baichuan-7B,0.5,all_most_different_st,opc,,,,0.700602650642395
baichuan-inc/Baichuan-7B,0.5,all_most_different_st,ds1000,,,,0.7632920742034912
baichuan-inc/Baichuan-7B,0.5,all_most_different_st,mbpp,,,,0.7273450493812561



















meta-llama/Llama-2-7b-hf,0.5,all_prototype_iou_count_occurrence,c4,,,9.86398983001709,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_iou_count_occurrence,wikitext2,,,6.881727695465088,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_iou_count_occurrence,redpajama,,,8.077741622924805,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_iou_count_occurrence,oscar,,,7.25597620010376,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_iou_count_occurrence,pile,,,5.215961933135986,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_iou_count_occurrence,gsm8k,0.0288097043214556,,,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_iou_count_occurrence,svamp,0.17,,,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_iou_count_occurrence,mawps,0.2173076923076923,,,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_iou_count_occurrence,esnli,0.3984120521172638,,,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_iou_count_occurrence,anli_r1,0.328,,,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_iou_count_occurrence,rte,0.5451263537906137,,,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_iou_count_occurrence,boolq,0.3140672782874618,,,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_iou_count_occurrence,commonsense_qa,0.2743652743652743,,,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_iou_count_occurrence,race,0.2932711795703283,,,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_iou_count_occurrence,winogrande,0.4972375690607735,,,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_iou_count_occurrence,wmt14,,0.2394784420440294,,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_iou_count_occurrence,iwslt,,0.246066811903418,,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_iou_count_occurrence,opc,,,,0.7546177506446838
meta-llama/Llama-2-7b-hf,0.5,all_prototype_iou_count_occurrence,ds1000,,,,0.8075577020645142
meta-llama/Llama-2-7b-hf,0.5,all_prototype_iou_count_occurrence,mbpp,,,,0.7763591408729553


meta-llama/Llama-2-7b-hf,0.5,all_most_different_iou_count_occurrence,c4,,,9.909791946411133,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_iou_count_occurrence,wikitext2,,,6.904906272888184,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_iou_count_occurrence,redpajama,,,8.077065467834473,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_iou_count_occurrence,oscar,,,7.295366287231445,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_iou_count_occurrence,pile,,,5.226579666137695,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_iou_count_occurrence,gsm8k,0.0295678544351781,,,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_iou_count_occurrence,svamp,0.1766666666666666,,,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_iou_count_occurrence,mawps,0.2076923076923077,,,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_iou_count_occurrence,esnli,0.3779519543973941,,,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_iou_count_occurrence,anli_r1,0.334,,,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_iou_count_occurrence,rte,0.5595667870036101,,,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_iou_count_occurrence,boolq,0.3287461773700306,,,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_iou_count_occurrence,commonsense_qa,0.2743652743652743,,,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_iou_count_occurrence,race,0.290433725172274,,,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_iou_count_occurrence,winogrande,0.4980268350434096,,,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_iou_count_occurrence,wmt14,,0.2406167260412812,,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_iou_count_occurrence,iwslt,,0.250548673949564,,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_iou_count_occurrence,opc,,,,0.7551574110984802
meta-llama/Llama-2-7b-hf,0.5,all_most_different_iou_count_occurrence,ds1000,,,,0.8128402829170227
meta-llama/Llama-2-7b-hf,0.5,all_most_different_iou_count_occurrence,mbpp,,,,0.7744554281234741

meta-llama/Llama-2-7b-hf,0.5,all_prototype_st,c4,,,9.873489379882812,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_st,wikitext2,,,6.8804168701171875,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_st,redpajama,,,8.068729400634766,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_st,oscar,,,7.2424116134643555,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_st,pile,,,5.214460372924805,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_st,gsm8k,0.0295678544351781,,,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_st,svamp,0.1666666666666666,,,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_st,mawps,0.2134615384615384,,,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_st,esnli,0.3937296416938111,,,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_st,anli_r1,0.347,,,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_st,rte,0.5415162454873647,,,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_st,boolq,0.3125382262996942,,,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_st,commonsense_qa,0.2964782964782965,,,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_st,race,0.2886096473449533,,,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_st,winogrande,0.4980268350434096,,,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_st,wmt14,,0.2404087180508633,,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_st,iwslt,,0.2481484431586087,,
meta-llama/Llama-2-7b-hf,0.5,all_prototype_st,opc,,,,0.7526777386665344
meta-llama/Llama-2-7b-hf,0.5,all_prototype_st,ds1000,,,,0.8048239350318909
meta-llama/Llama-2-7b-hf,0.5,all_prototype_st,mbpp,,,,0.7768459916114807

meta-llama/Llama-2-7b-hf,0.5,all_most_different_st,c4,,,9.85377025604248,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_st,wikitext2,,,6.892325401306152,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_st,redpajama,,,8.0708646774292,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_st,oscar,,,7.249443531036377,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_st,pile,,,5.2044830322265625,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_st,gsm8k,0.0295678544351781,,,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_st,svamp,0.1766666666666666,,,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_st,mawps,0.2173076923076923,,,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_st,esnli,0.3923045602605863,,,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_st,anli_r1,0.332,,,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_st,rte,0.5487364620938628,,,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_st,boolq,0.2920489296636085,,,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_st,commonsense_qa,0.2948402948402948,,,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_st,race,0.3017835427644912,,,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_st,winogrande,0.4988161010260458,,,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_st,wmt14,,0.2369005718308448,,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_st,iwslt,,0.2447309881688172,,
meta-llama/Llama-2-7b-hf,0.5,all_most_different_st,opc,,,,0.751110851764679
meta-llama/Llama-2-7b-hf,0.5,all_most_different_st,ds1000,,,,0.8043311834335327
meta-llama/Llama-2-7b-hf,0.5,all_most_different_st,mbpp,,,,0.7774013876914978






mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou_count_occurrence,c4,,,11.775530815124512,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou_count_occurrence,wikitext2,,,6.853737831115723,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou_count_occurrence,redpajama,,,8.668705940246582,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou_count_occurrence,oscar,,,7.947497844696045,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou_count_occurrence,pile,,,5.232308387756348,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou_count_occurrence,gsm8k,0.0780894617134192,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou_count_occurrence,svamp,0.4533333333333333,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou_count_occurrence,mawps,0.5326923076923077,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou_count_occurrence,esnli,0.620114006514658,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou_count_occurrence,anli_r1,0.425,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou_count_occurrence,rte,0.6064981949458483,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou_count_occurrence,boolq,0.6131498470948012,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou_count_occurrence,commonsense_qa,0.6412776412776413,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou_count_occurrence,race,0.6986218078638022,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou_count_occurrence,winogrande,0.5414364640883977,,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou_count_occurrence,wmt14,,0.2873127677379039,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou_count_occurrence,iwslt,,0.3118460481670349,,
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou_count_occurrence,opc,,,,0.6515495777130127
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou_count_occurrence,ds1000,,,,0.8285489678382874
mistralai/Mistral-7B-v0.1,0.5,all_prototype_iou_count_occurrence,mbpp,,,,0.696433961391449



mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou_count_occurrence,c4,,,12.011567115783691,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou_count_occurrence,wikitext2,,,6.935190200805664,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou_count_occurrence,redpajama,,,8.678799629211426,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou_count_occurrence,oscar,,,8.040383338928223,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou_count_occurrence,pile,,,5.291685104370117,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou_count_occurrence,gsm8k,0.0841546626231994,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou_count_occurrence,svamp,0.4666666666666667,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou_count_occurrence,mawps,0.5365384615384615,,,
mistralai/Mistral-7B-v0.1,0.5,all_most_different_iou_count_occurrence,esnli,0.5899837133550488,,,
